Date,Dolar,JBS,Boi_Gordo
2025-12-13,5.4054999351501465,41.3563273998146,652.1465483367347
2025-12-14,5.4054999351501465,41.3563273998146,652.1465483367347
2025-12-15,5.4182000160217285,41.5112911815912,656.5944011356702
2025-12-16,5.413400173187256,41.953665366951334,656.9363939205173
2025-12-17,5.507500171661377,41.72064134254791,665.8980858291152
2025-12-18,5.518499851226807,41.294130938947376,661.7957563127444
2025-12-19,5.521299839019775,41.35682222681289,667.8564108356786
2025-12-20,5.521299839019775,41.35682222681289,667.8564108356786
2025-12-21,5.521299839019775,41.35682222681289,667.8564108356786
2025-12-22,5.53980016708374,40.68592559207547,671.0394743653927
2025-12-23,5.590000152587891,40.46262370988525,671.5441781247137
2025-12-24,5.518499851226807,39.975509621989616,662.5924720455839
2025-12-25,5.518499851226807,39.975509621989616,662.5924720455839
2025-12-26,5.519499778747559,40.414847046040265,665.9724853984025
2025-12-27,5.519499778747559,40.414847046040265,665.9724853984025
2025-12-28,5.519499778747559,40.414847046040265,665.9724853984025
2025-12-29,5.542500019073486,40.45859891904214,666.0560657820224
2025-12-30,5.5690999031066895,40.56016247903489,675.9042607255224
2025-12-31,5.476200103759766,40.17335636838901,667.0011726379394
2026-01-01,5.476200103759766,40.17335636838901,667.0011726379394
2026-01-02,5.517000198364258,41.42952128165906,683.5563245773315
2026-01-03,5.517000198364258,41.42952128165906,683.5563245773315
2026-01-04,5.517000198364258,41.42952128165906,683.5563245773315
2026-01-05,5.421599864959717,41.14771164778659,671.380430777371
2026-01-06,5.40749979019165,41.339303750700026,671.7635598734021
2026-01-07,5.372000217437744,40.82488722314281,661.4308670584122
2026-01-08,5.383900165557861,40.56586143578825,665.0159662602262
2026-01-09,5.386600017547607,39.435495282584554,660.9661390387188
2026-01-10,5.386600017547607,39.435495282584554,660.9661390387188
2026-01-11,5.386600017547607,39.435495282584554,660.9661390387188
2026-01-12,5.370299816131592,38.80828343628874,663.2655916661024
2026-01-13,5.373700141906738,38.593865889333216,669.3279383003712
2026-01-14,5.371300220489502,37.660968290288594,663.1071373837531
2026-01-15,5.396100044250488,37.52043614392386,668.7184517542821
2026-01-16,5.3678998947143555,37.61437397624015,654.2329120923104
2026-01-17,5.3678998947143555,37.61437397624015,654.2329120923104
2026-01-18,5.3678998947143555,37.61437397624015,654.2329120923104
2026-01-19,5.367700099945068,37.4251229126054,654.2085613562133
2026-01-20,5.36870002746582,37.24257441661795,654.9646261632441
2026-01-21,5.374300003051758,37.42718740118482,657.6934158445816
2026-01-22,5.28439998626709,37.9448398375044,644.8190085407895
2026-01-23,5.28439998626709,37.9448398375044,644.8190085407895
